,DST_TO_SRC_SECOND_BYTES,FLOW_DURATION_MICROSECONDS,FLOW_DURATION_MILLISECONDS,IN_BYTES,IN_PKTS,L4_SRC_PORT,OUT_BYTES,OUT_PKTS,PROTOCOL_MAP,SRC_TO_DST_SECOND_BYTES,TCP_FLAGS,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,TCP_WIN_MIN_IN,TCP_WIN_MIN_OUT,TCP_WIN_MSS_IN,TCP_WIN_MSS_OUT,TCP_WIN_SCALE_IN,TCP_WIN_SCALE_OUT,L7_PROTO_NAME,TOTAL_FLOWS_EXP,LABEL
2609,111,15297,15,80,2,54447,111,2,1,80,29,513,501,513,501,0,0,0,0,TLS,1367158,0
2610,111,15300,15,80,2,54445,111,2,1,80,29,513,501,513,501,0,0,0,0,TLS,1367159,0
2611,127,27708,27,73,1,55912,127,1,2,73,0,0,0,0,0,0,0,0,0,DNS.Google,1367160,0
2612,107,498,0,87,1,49693,107,1,2,87,0,0,0,0,0,0,0,0,0,DNS,1367161,0
2613,324,2789,2,120,2,59144,324,2,2,120,0,0,0,0,0,0,0,0,0,DNS,1367162,0
2614,1643,3495893,3495,1345,12,53438,2127,14,1,829,27,29200,27960,29200,27960,1460,1410,7,7,SSH,1367163,0
2615,79723,1035298,1035,2698609,1844,38632,81097,1476,1,2698505,27,64240,65535,64240,65535,1460,1430,7,8,TLS.GoogleServices,1367164,0
2616,0,0,0,103,1,8081,0,0,2,103,0,0,0,0,0,0,0,0,0,MDNS,1367165,0
2617,0,0,0,131,1,0,0,0,3,131,0,0,0,0,0,0,0,0,0,ICMP,1367166,0
2618,10566,51370,51,2009,11,58471,10566,14,1,2009,31,64240,29200,64240,29200,1460,1460,8,7,TLS,1367167,0
2619,9872,52081,52,2007,11,58472,9872,14,1,2007,31,64240,29200,64240,29200,1460,1460,8,7,TLS,1367168,0
2620,40,112614,112,80,2,49136,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,1367169,0
2621,31468,941534,941,2487445,1699,38634,32842,548,1,2487341,27,64240,65535,64240,65535,1460,1430,7,8,TLS.GoogleServices,1367170,0
2622,240,14011824,14011,240,4,45778,480,4,2,120,0,0,0,0,0,0,0,0,0,DNS.UbuntuONE,1367171,0
2623,168,1502852,1502,289,5,36810,168,3,1,237,30,64240,65160,64240,65160,1460,1460,7,7,MQTT,1367172,0
2624,0,0,0,68,1,63380,0,0,2,68,0,0,0,0,0,0,0,0,0,NFS,1367173,0
2625,2471,2424524,2424,1811,12,33440,2695,14,1,1571,27,64240,27960,64240,27960,1460,1410,7,7,SSH,1367174,0
2626,92,354865,354,132,3,61201,92,2,1,132,19,8188,64240,8188,64240,1460,1460,8,7,DNS,1367175,0
2627,40,24012,24,80,2,58852,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,1367176,0
2628,160,1513,1,128,2,60390,160,2,2,128,0,0,0,0,0,0,0,0,0,DNS,1367177,0
2629,77,1147,1,61,1,37187,77,1,2,61,0,0,0,0,0,0,0,0,0,DNS.Google,1367178,0
2630,77,1075,1,61,1,47526,77,1,2,61,0,0,0,0,0,0,0,0,0,DNS.Google,1367179,0
2631,217,78668,78,187,2,49472,217,1,1,187,24,517,7978,511,7978,0,0,0,0,TLS,1367180,0
2632,137,27177,27,73,1,45727,137,1,2,73,0,0,0,0,0,0,0,0,0,DNS.Google,1367181,0
2633,1643,2453062,2453,1501,15,43326,2127,14,1,881,27,42340,28960,42340,28960,1460,1460,8,7,SSH,1367182,0
2634,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367183,0
2635,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367184,0
2636,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367185,0
2637,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367186,0
2638,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367187,0
2639,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367188,0
2640,231,14081,14,85,1,54628,231,1,2,85,0,0,0,0,0,0,0,0,0,DNS.Dropbox,1367189,0
2641,227,14163,14,87,1,42538,227,1,2,87,0,0,0,0,0,0,0,0,0,DNS.Dropbox,1367190,0
2642,220,29848,29,124,2,54948,220,2,2,124,0,0,0,0,0,0,0,0,0,DNS.Dropbox,1367191,0
2643,3410,160020,160,4795,10,45970,3410,9,2,4795,0,0,0,0,0,0,0,0,0,QUIC.Google,1367192,0
2644,197,126136,126,309,4,443,197,3,1,309,29,130,512,130,512,0,0,0,0,TLS.Dropbox,1367193,0
2645,411,89983,89,62,1,54948,411,1,2,62,0,0,0,0,0,0,0,0,0,DNS.Dropbox,1367194,0
2646,48,22052857,22052,128,3,49216,320,7,1,48,19,64240,64240,8192,64240,1460,1460,0,0,HTTP,1367195,0
2647,76,5119759,5119,204,3,57346,128,2,1,128,24,541,1027,541,1027,0,0,0,0,TeamViewer,1367196,0
2648,0,0,0,40,1,443,0,0,1,40,20,0,0,0,0,0,0,0,0,TLS.MS_OneDrive,1367197,0
2649,214,27816,27,136,2,33414,214,2,2,136,0,0,0,0,0,0,0,0,0,DNS.Google,1367198,0
2650,1259,4271564,4271,1345,12,34674,2127,14,1,729,27,29200,27960,29200,27960,1460,1410,7,7,SSH,1367199,0
2651,1207,5534774,5534,1477,14,33576,3131,15,1,237,27,29200,27960,29200,27960,1424,1410,7,7,SSH,1367200,0
2652,138,378,0,72,1,53951,138,1,2,72,0,0,0,0,0,0,0,0,0,DNS,1367201,0
2653,177,268930,268,108,1,48600,177,1,2,108,0,0,0,0,0,0,0,0,0,DNS,1367202,0
2654,540,492871,492,3756,8,58275,540,8,1,3756,26,64240,65535,64240,65535,1460,1440,8,9,TLS.Dropbox,1367203,0
2655,215,76896,76,185,2,49846,215,1,1,185,24,1028,7457,1028,7457,0,0,0,0,TLS,1367204,0
2656,40,1202,1,40,1,59011,40,1,1,40,22,65535,0,65535,0,0,0,0,0,TLS,1367205,0
2657,266,601,0,158,2,34812,266,2,2,158,0,0,0,0,0,0,0,0,0,DNS,1367206,0
2658,1207,4652024,4652,1345,12,54728,2127,14,1,237,27,14600,27960,14600,27960,1460,1410,7,7,SSH,1367208,0
2659,138,534,0,59,1,59637,138,1,2,59,0,0,0,0,0,0,0,0,0,DNS,1367209,0
2660,75,513,0,59,1,48180,75,1,2,59,0,0,0,0,0,0,0,0,0,DNS,1367210,0
2661,139,267879,267,94,1,36005,139,1,2,94,0,0,0,0,0,0,0,0,0,DNS,1367211,0
2662,71,541600,541,71,1,47964,71,1,2,71,0,0,0,0,0,0,0,0,0,DNS,1367212,0
2663,40,37390,37,80,2,40647,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,1367213,0
2664,76,690,0,76,1,51098,76,1,2,76,0,0,0,0,0,0,0,0,0,NTP.Cloudflare,1367214,0
2665,60,3270474,3270,2006,15,57250,2039,14,1,60,27,64240,27960,64240,27960,1400,1410,6,7,SSH,1367215,0
2666,0,0,0,68,1,0,0,0,3,68,0,0,0,0,0,0,0,0,0,ICMP,1367216,0
2667,40,915,0,40,1,54107,40,1,1,40,22,1024,0,1024,0,0,0,0,0,Unknown,1367217,0
2668,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367218,0
2669,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367219,0
2670,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367220,0
2671,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367221,0
2672,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367222,0
2673,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367223,0
2674,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367224,0
2675,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367225,0
2676,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367226,0
2677,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367227,0
2678,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367228,0
2679,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367229,0
2680,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367230,0
2681,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367231,0
2682,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367232,0
2683,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367233,0
2684,76,5081528,5081,204,3,57868,128,2,1,128,24,501,1028,501,1028,0,0,0,0,TeamViewer,1367235,0
2685,168,1502157,1502,289,5,36812,168,3,1,237,30,64240,65160,64240,65160,1460,1460,7,7,MQTT,1367236,0
2686,108,670,0,72,1,39949,108,1,2,72,0,0,0,0,0,0,0,0,0,DNS,1367237,0
2687,84,382,0,68,1,54222,84,1,2,68,0,0,0,0,0,0,0,0,0,DNS,1367238,0
2688,60,4447409,4447,1345,12,36455,2127,14,1,60,27,14600,27960,14600,27960,1460,1410,6,7,SSH,1367239,0
2689,118,288,0,71,1,42236,118,1,2,71,0,0,0,0,0,0,0,0,0,DNS,1367240,0
2690,128,138,0,79,1,36981,128,1,2,79,0,0,0,0,0,0,0,0,0,DNS,1367241,0
2691,52,12833221,12833,208,4,39932,229,3,1,52,25,501,272,501,272,0,0,0,0,TLS.Google,1367242,0
2692,89,237,0,61,1,30676,89,1,2,61,0,0,0,0,0,0,0,0,0,DNS,1367243,0
2693,172,197520,197,102,1,38135,172,1,2,102,0,0,0,0,0,0,0,0,0,Amazon,1367244,0
2694,60,7283650,7283,1345,12,33940,2247,16,1,60,27,29200,28960,29200,28960,1460,1460,10,7,SSH,1367245,0
2695,40,87952,87,80,2,49136,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,1367246,0
2696,138,474,0,83,1,43738,138,1,2,83,0,0,0,0,0,0,0,0,0,DNS,1367247,0
2697,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367249,0
2698,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367250,0
2699,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367251,0
2700,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367252,0
2701,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367253,0
2702,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367254,0
2703,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367255,0
2704,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367256,0
2705,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367257,0
2706,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367258,0
2707,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367259,0
2708,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367260,0
2709,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367261,0
2710,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367262,0
2711,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367263,0
2712,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367264,0
2713,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367265,0
2714,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367266,0
2715,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367267,0
2716,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367268,0
2717,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367269,0
2718,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367270,0
2719,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367271,0
2720,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367272,0
2721,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367273,0
2722,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367274,0
2723,40,79237,79,80,2,48044,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,1367275,0
2724,133,26714,26,74,1,55802,133,1,2,74,0,0,0,0,0,0,0,0,0,DNS.Google,1367277,0
2725,153,5738527,5738,1518,14,43588,3849,18,1,112,27,29200,64308,29200,64308,1460,1410,7,7,SSH,1367278,0
2726,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367279,0
2727,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367280,0
2728,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367281,0
2729,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367282,0
2730,127,26787,26,70,1,60458,127,1,2,70,0,0,0,0,0,0,0,0,0,DNS.Google,1367283,0
2731,88,292240,292,85,1,45650,88,1,2,85,0,0,0,0,0,0,0,0,0,DNS,1367284,0
2732,884,38022,38,79,1,32995,884,1,2,79,0,0,0,0,0,0,0,0,0,DNS,1367285,0
2733,1207,4021837,4021,1361,12,39812,2191,15,1,237,27,29200,27960,29200,27960,1460,1410,7,7,SSH,1367286,0
2734,215,77173,77,185,2,54394,215,1,1,185,24,1026,7668,1026,7668,0,0,0,0,TLS,1367287,0
2735,185,314,0,72,1,50965,185,1,2,72,0,0,0,0,0,0,0,0,0,DNS,1367288,0
2736,168,1502659,1502,289,5,36814,168,3,1,237,30,64240,65160,64240,65160,1460,1460,7,7,MQTT,1367289,0
2737,160,345,0,128,2,33514,160,2,2,128,0,0,0,0,0,0,0,0,0,DNS,1367290,0
2738,161,287941,287,61,1,52589,161,1,2,61,0,0,0,0,0,0,0,0,0,DNS,1367291,0
2739,885,37942,37,80,1,40301,885,1,2,80,0,0,0,0,0,0,0,0,0,DNS,1367292,0
2740,300,659993,659,118,2,4401,300,2,2,118,0,0,0,0,0,0,0,0,0,DNS,1367293,0
2741,142,26775,26,72,1,50543,142,1,2,72,0,0,0,0,0,0,0,0,0,DNS.Google,1367294,0
2742,118,415,0,71,1,60158,118,1,2,71,0,0,0,0,0,0,0,0,0,DNS,1367296,0
2743,128,161,0,79,1,39353,128,1,2,79,0,0,0,0,0,0,0,0,0,DNS,1367297,0
2744,166,216,0,105,1,56033,166,1,2,105,0,0,0,0,0,0,0,0,0,DNS,1367298,0
2745,156,321,0,124,2,50630,156,2,2,124,0,0,0,0,0,0,0,0,0,DNS.Microsoft,1367299,0
2746,266,436,0,158,2,48696,266,2,2,158,0,0,0,0,0,0,0,0,0,DNS,1367300,0
2747,266,409,0,158,2,56446,266,2,2,158,0,0,0,0,0,0,0,0,0,DNS,1367301,0
2748,86,1124,1,70,1,35002,86,1,2,70,0,0,0,0,0,0,0,0,0,DNS.GoogleServices,1367302,0
2749,324,233,0,120,2,60480,324,2,2,120,0,0,0,0,0,0,0,0,0,DNS,1367304,0
2750,40,44390,44,80,2,40647,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,1367305,0
2751,0,0,0,131,1,40423,0,0,2,131,0,0,0,0,0,0,0,0,0,BitTorrent,1367306,0
2752,0,0,0,159,1,0,0,0,3,159,0,0,0,0,0,0,0,0,0,ICMP,1367307,0
2753,9872,51390,51,2007,11,61688,9872,14,1,2007,31,64240,29200,64240,29200,1460,1460,8,7,TLS,1367308,0
2754,10566,51914,51,2009,11,61689,10566,14,1,2009,31,64240,29200,64240,29200,1460,1460,8,7,TLS,1367309,0
2755,118,297,0,71,1,36834,118,1,2,71,0,0,0,0,0,0,0,0,0,DNS,1367310,0
2756,128,296,0,79,1,60068,128,1,2,79,0,0,0,0,0,0,0,0,0,DNS,1367311,0
2757,118,257,0,71,1,44671,118,1,2,71,0,0,0,0,0,0,0,0,0,DNS,1367312,0
2758,0,7668313,7668,168,2,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367315,0
2759,0,7668312,7668,168,2,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367316,0
2760,0,7668623,7668,168,2,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367317,0
2761,0,7668251,7668,168,2,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367318,0
2762,0,7668579,7668,168,2,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367319,0
2763,0,7668769,7668,168,2,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367320,0
2764,240,364,0,130,2,41964,240,2,2,130,0,0,0,0,0,0,0,0,0,DNS,1367321,0
2765,111,2811,2,65,1,41964,111,1,2,65,0,0,0,0,0,0,0,0,0,DNS,1367322,0
2766,0,0,0,139,1,0,0,0,3,139,0,0,0,0,0,0,0,0,0,ICMP,1367323,0
2767,242,219,0,132,2,65102,242,2,2,132,0,0,0,0,0,0,0,0,0,DNS,1367324,0
2768,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367325,0
2769,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367326,0
2770,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367327,0
2771,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367328,0
2772,150,1302006,1302,668,5,43248,506,4,1,564,24,501,197,501,197,0,0,0,0,TLS,1367331,0
2773,121,27529,27,74,1,38763,121,1,2,74,0,0,0,0,0,0,0,0,0,DNS.Google,1367332,0
2774,40,1178,1,40,1,2004,40,1,1,40,22,65535,0,65535,0,0,0,0,0,Unknown,1367335,0
2775,95,27085,27,79,1,59980,95,1,2,79,0,0,0,0,0,0,0,0,0,DNS.Google,1367336,0
2776,52,33482,33,41,1,55360,52,1,1,41,16,1023,265,1023,265,0,0,0,0,Google,1367337,0
2777,0,10403468,10403,168,2,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367338,0
2778,0,10403451,10403,168,2,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367339,0
2779,0,10403001,10403,168,2,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367340,0
2780,0,10403064,10403,168,2,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP,1367341,0
2781,60,254727,254,1805,11,41448,4471,9,1,681,27,64240,65535,64240,65535,1460,1430,7,8,TLS.Google,1367342,0
2782,156,265,0,124,2,53418,156,2,2,124,0,0,0,0,0,0,0,0,0,DNS.Microsoft,1367343,0
2783,106,30878,30,102,1,59251,106,1,2,102,0,0,0,0,0,0,0,0,0,DNS.Microsoft,1367344,0
2784,280,32309,32,154,2,53418,280,2,2,154,0,0,0,0,0,0,0,0,0,DNS.Microsoft,1367345,0
2785,168,1502487,1502,289,5,36816,168,3,1,237,30,64240,65160,64240,65160,1460,1460,7,7,MQTT,1367346,0
2786,40,36665,36,80,2,40647,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,1367347,0
2787,298,36539,36,77,1,53418,298,1,2,77,0,0,0,0,0,0,0,0,0,DNS.Microsoft,1367348,0
2788,201,446,0,84,1,36805,201,1,2,84,0,0,0,0,0,0,0,0,0,DNS.Google,1367350,0
2789,189,446,0,84,1,43518,189,1,2,84,0,0,0,0,0,0,0,0,0,DNS.Google,1367351,0
2790,4396,201220,201,1410,12,52654,4396,10,1,1410,27,64240,65535,64240,65535,1460,1440,8,8,TLS.Microsoft,1367352,0
2791,4409,204718,204,1922,12,52655,4409,10,1,1922,27,64240,65535,64240,65535,1460,1440,8,8,TLS.Microsoft,1367353,0
2792,60,3775600,3775,2006,15,60254,2039,14,1,60,27,64240,27960,64240,27960,1400,1410,6,7,SSH,1367354,0
2793,750,158223,158,566,3,37704,750,3,1,566,24,501,692,501,692,0,0,0,0,TLS.Google,1367355,0
2794,181,497,0,76,1,47119,181,1,2,76,0,0,0,0,0,0,0,0,0,DNS,1367356,0
2795,60,11168015,11168,1409,13,58812,3027,13,1,60,27,29200,27960,29200,27960,1424,1410,7,7,SSH,1367357,0
2796,151,4347808,4347,1345,12,58238,2127,14,1,112,27,64240,27960,64240,27960,1424,1410,7,7,SSH,1367358,0
2797,52,34125,34,52,1,49588,52,1,1,52,16,501,265,501,265,0,0,0,0,Google,1367359,0
2798,160,324,0,128,2,54853,160,2,2,128,0,0,0,0,0,0,0,0,0,DNS,1367360,0
2799,0,0,0,40,1,58929,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,1367361,0
2800,52,522,0,52,1,59722,52,1,1,52,16,421,501,421,501,0,0,0,0,TLS,1367362,0
2801,0,0,0,32,1,0,0,0,3,32,0,0,0,0,0,0,0,0,0,ICMP,1367363,0
2802,0,0,0,32,1,0,0,0,3,32,0,0,0,0,0,0,0,0,0,ICMP,1367364,0
2803,132,293,0,77,1,58471,132,1,2,77,0,0,0,0,0,0,0,0,0,DNS,1367365,0
2804,129,27694,27,72,1,43278,129,1,2,72,0,0,0,0,0,0,0,0,0,DNS.Google,1367366,0
2805,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367367,0
2806,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367368,0
2807,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367369,0
2808,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367370,0
2809,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367371,0
2810,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367372,0
2811,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367373,0
2812,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367374,0
2813,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367375,0
2814,0,0,0,84,1,0,0,0,3,84,0,0,0,0,0,0,0,0,0,ICMP.Amazon,1367376,0
2815,161,318,0,61,1,50970,161,1,2,61,0,0,0,0,0,0,0,0,0,DNS,1367377,0
2816,168,1002037,1002,289,5,36818,168,3,1,237,30,64240,65160,64240,65160,1460,1460,7,7,MQTT,1367378,0
2817,269,50433,50,80,1,33880,269,1,2,80,0,0,0,0,0,0,0,0,0,DNS.Amazon,1367379,0
2818,88,91486,91,139,2,50065,88,1,1,139,24,517,2049,517,2049,0,0,0,0,TLS.Skype,1367380,0
2819,125,27471,27,73,1,58803,125,1,2,73,0,0,0,0,0,0,0,0,0,DNS.Google,1367381,0
2820,118,287,0,71,1,47056,118,1,2,71,0,0,0,0,0,0,0,0,0,DNS,1367382,0
2821,128,267,0,79,1,47586,128,1,2,79,0,0,0,0,0,0,0,0,0,DNS,1367383,0
2822,238,452882,452,719,3,60570,238,3,1,719,24,517,130,512,130,0,0,0,0,TLS.Dropbox,1367384,0
2823,327,316180,316,131,1,30667,327,1,2,131,0,0,0,0,0,0,0,0,0,BitTorrent,1367385,0
2824,52,44295,44,52,1,38152,52,1,1,52,16,501,16272,501,16272,0,0,0,0,TLS,1367386,0
2825,133,27573,27,74,1,40233,133,1,2,74,0,0,0,0,0,0,0,0,0,DNS.Google,1367387,0
2826,92,368121,368,132,3,19955,92,2,1,132,19,8188,64240,8188,64240,1460,1460,8,7,DNS,1367388,0
2827,0,0,0,68,1,49239,0,0,2,68,0,0,0,0,0,0,0,0,0,NFS,1367389,0
2828,40,57593,57,80,2,54631,40,1,1,40,22,1200,0,1024,0,0,0,0,0,Unknown,1367390,0
2829,52,26633,26,41,1,51298,52,1,1,41,16,16445,272,16445,272,0,0,0,0,TLS.Google,1367391,0
2830,52,14967503,14967,134,2,43190,182,3,1,52,24,501,70,501,70,0,0,0,0,TLS,1367392,0
2831,40,500,0,44,1,22255,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,Unknown,1367393,0
2832,95,260301,260,158,2,60707,229,2,2,158,0,0,0,0,0,0,0,0,0,DNS.Google,1367394,0
2833,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367395,0
2834,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367396,0
2835,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367397,0
2836,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367398,0
2837,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367399,0
2838,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367400,0
2839,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367401,0
2840,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367402,0
2841,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367403,0
2842,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367404,0
2843,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367405,0
2844,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367406,0
2845,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367407,0
2846,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367408,0
2847,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367409,0
2848,0,0,0,36,1,0,0,0,3,36,0,0,0,0,0,0,0,0,0,ICMP,1367410,0
2849,0,0,0,60,1,60312,0,0,1,60,2,64240,0,64240,0,1460,0,7,0,Unknown,1367411,0
2850,40,890,0,44,1,8420,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,Unknown,1367412,0
2851,0,0,0,60,1,33660,0,0,1,60,2,64240,0,64240,0,1460,0,7,0,Unknown,1367413,0
2852,1313,7487730,7487,1425,13,47850,3353,15,1,185,27,29200,64308,29200,64308,1424,1410,7,7,SSH,1367414,0
2853,0,0,0,60,1,32976,0,0,1,60,2,64240,0,64240,0,1460,0,7,0,Unknown,1367415,0
